Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Product Container,Customer Name,Customer Segment,Zip Code,State,City,Region,Product Category,Product Sub-Category,Product Name,Unit Price,Order Quantity,Sales,Profit,Discount,Shipping Cost,Product Base Margin
2726,19655,2009-01-11,2009-01-12,Regular Air,High,Small Pack,Alan Barnes,Corporate,62701,Illinois,Springfield,Central,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,39.24,31,1143.45,304.42,0.06,1.99,0.51
2727,19686,2010-08-15,2010-08-15,Regular Air,Medium,Medium Box,Alan Barnes,Corporate,62701,Illinois,Springfield,Central,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,17.98,2,42.31,-53.08,0.06,8.51,0.4
2728,19686,2010-08-15,2010-08-17,Regular Air,Medium,Small Box,Alan Barnes,Corporate,60107,Illinois,Streamwood,Central,Office Supplies,Binders and Binder Accessories,GBC Binding covers,12.95,11,152.67,12.76,0.04,4.98,0.4
2729,19687,2010-08-13,2010-08-14,Regular Air,Medium,Wrap Bag,George Ashbrook,Consumer,79424,Texas,Lubbock,Central,Office Supplies,Rubber Bands,Binder Clips by OIC,1.48,33,47.99,3.86,0.06,0.7,0.37
2730,19687,2010-08-13,2010-08-15,Regular Air,Medium,Small Box,George Ashbrook,Consumer,79424,Texas,Lubbock,Central,Technology,Telephones and Communication,600 Series Non-Flip,45.99,23,829.617,25.53,0.1,4.99,0.57
2731,19716,2009-09-29,2009-10-06,Regular Air,Low,Small Box,Nat Carroll,Home Office,76541,Texas,Killeen,Central,Technology,Telephones and Communication,7160,140.99,5,616.1055,-458.74,0.03,4.2,0.59
2732,19718,2012-06-24,2012-06-29,Regular Air,Low,Medium Box,Victor Price,Consumer,33411,Florida,Royal Palm Beach,South,Technology,Office Machines,Sharp EL500L Fraction Calculator,13.99,6,89.75,-38.29,0.03,7.51,0.39
2733,19744,2010-03-14,2010-03-16,Regular Air,Medium,Small Box,Natalie Webber,Consumer,32953,Florida,Merritt Island,South,Office Supplies,Appliances,Staples 6 Outlet Surge,11.97,41,478.38,-34.39,0.09,4.98,0.58
2734,19745,2012-12-18,2012-12-19,Regular Air,High,Wrap Bag,Harold Pawlan,Small Business,84003,Utah,American Fork,West,Furniture,Office Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,45.98,25,1071.77,262.07,0.09,4.8,0.68
2735,19745,2012-12-18,2012-12-19,Regular Air,High,Small Box,Harold Pawlan,Small Business,84010,Utah,Bountiful,West,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,300.97,29,8635.61,2733.04,0.03,7.18,0.48
2736,19745,2012-12-18,2012-12-20,Regular Air,High,Small Pack,Harold Pawlan,Small Business,84010,Utah,Bountiful,West,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,2,63.96,-119.36,0,1.99,0.5
2737,19745,2012-12-18,2012-12-19,Regular Air,High,Small Box,Harold Pawlan,Small Business,84010,Utah,Bountiful,West,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,15.57,50,833,436.53,0,1.39,0.38
2738,19748,2010-08-04,2010-08-05,Regular Air,Not Specified,Small Box,Maxwell Schwartz,Corporate,28560,North Carolina,New Bern,South,Office Supplies,Paper,Xerox 1887,18.97,6,124.65,13.34,0.01,5.21,0.37
2739,19777,2012-10-19,2012-10-19,Regular Air,Not Specified,Small Box,Pauline Chand,Corporate,74403,Oklahoma,Muskogee,Central,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",15.01,22,321.91,-24.96,0.06,8.4,0.39
2740,19777,2012-10-19,2012-10-21,Regular Air,Not Specified,Small Box,Pauline Chand,Corporate,74403,Oklahoma,Muskogee,Central,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,59.78,2,132.96,-61.88,0.05,10.29,0.39
2741,19777,2012-10-19,2012-10-21,Regular Air,Not Specified,Small Box,Pauline Chand,Corporate,73071,Oklahoma,Norman,Central,Technology,Telephones and Communication,300 Series Non-Flip,155.99,24,3268.7515,562.91,0.04,8.08,0.6
2742,19782,2012-10-18,2012-10-22,Regular Air,Low,Wrap Bag,Erin Ashbrook,Consumer,75028,Texas,Flower Mound,Central,Office Supplies,Rubber Bands,Assorted Color Push Pins,1.81,18,33.21,-0.85,0.06,0.75,0.52
2743,19811,2011-08-08,2011-08-13,Express Air,Low,Small Pack,Mitch Webber,Corporate,14120,New York,North Tonawanda,East,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Office Executive Series Stainless Steel Trimmers,8.57,49,450.66,-115.10,0.01,6.14,0.59
2744,19812,2010-04-02,2010-04-07,Delivery Truck,Low,Jumbo Box,Alex Russell,Home Office,97128,Oregon,Mcminnville,West,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98,3,1358.776,-163.20,0.01,45.7,0.71
2745,19813,2010-03-02,2010-03-03,Regular Air,Critical,Small Box,Lena Cacioppo,Home Office,51503,Iowa,Council Bluffs,Central,Technology,Telephones and Communication,T61,45.99,29,1098.506,218.73,0.05,2.5,0.56
2746,19815,2010-03-25,2010-03-28,Regular Air,Not Specified,Small Box,Karen Carlisle,Home Office,94110,California,San Francisco,West,Office Supplies,Paper,Xerox 1897,4.98,33,167.07,-102.36,0.03,6.07,0.36
2747,19840,2010-05-24,2010-05-27,Delivery Truck,Critical,Jumbo Box,Dianna Vittorini,Corporate,85351,Arizona,Sun City,West,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,400.97,25,8270.57,2851.46,0.08,48.26,0.36
2748,19841,2010-12-26,2011-01-22,Regular Air,Low,Small Pack,Tom Stivers,Corporate,12306,New York,Rotterdam,East,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,11.97,17,213.06,-31.74,0.03,5.81,0.6
2749,19841,2010-12-26,2011-01-26,Regular Air,Low,Small Box,Tom Stivers,Corporate,12306,New York,Rotterdam,East,Technology,Telephones and Communication,688,195.99,7,1126.488,-557.95,0.08,4.2,0.6
2750,19841,2010-12-26,2011-01-14,Express Air,Low,Small Box,Tom Stivers,Corporate,70458,Louisiana,Slidell,South,Technology,Telephones and Communication,M3682,125.99,43,4687.6735,1304.56,0.06,8.08,0.57
2751,19843,2010-07-29,2010-07-29,Regular Air,Medium,Small Box,Eugene Moren,Home Office,80303,Colorado,Boulder,West,Technology,Telephones and Communication,LX 788,155.99,33,4416.651,1020.41,0.02,8.99,0.58
2752,19874,2012-06-08,2012-06-09,Regular Air,High,Small Box,Mathew Reese,Small Business,14701,New York,Jamestown,East,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,9.71,31,310.46,-182.52,0,9.45,0.6
2753,19905,2012-08-12,2012-08-14,Regular Air,Critical,Small Box,Matt Abelman,Home Office,55429,Minnesota,Brooklyn Center,Central,Office Supplies,Labels,Avery 506,4.13,20,82.97,32.50,0.04,0.5,0.39
2754,19905,2012-08-12,2012-08-14,Delivery Truck,Critical,Jumbo Box,Matt Abelman,Home Office,55429,Minnesota,Brooklyn Center,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,25,13701.35,-3687.65,0.01,64.59,0.66
2755,19911,2011-10-06,2011-10-07,Regular Air,High,Medium Box,Brosina Hoffman,Consumer,37922,Tennessee,Farragut,South,Office Supplies,Appliances,3M Office Air Cleaner,25.98,43,1054.7,213.26,0.07,5.37,0.5
2756,19911,2011-10-06,2011-10-08,Delivery Truck,High,Jumbo Drum,Brosina Hoffman,Consumer,37922,Tennessee,Farragut,South,Furniture,Chairs & Chairmats,Global Deluxe High-Back Office Chair in Storm,135.99,38,5349.21,61.90,0.01,28.63,0.76
2757,19911,2011-10-06,2011-10-06,Regular Air,High,Medium Box,Brosina Hoffman,Consumer,37922,Tennessee,Farragut,South,Technology,Office Machines,Canon MP41DH Printing Calculator,150.98,39,4859.37,2472.32,0.07,13.99,0.38
2758,19936,2012-11-13,2012-11-14,Regular Air,Critical,Small Box,Giulietta Weimer,Home Office,48104,Michigan,Ann Arbor,Central,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,1.88,19,36.75,-9.82,0.06,1.49,0.37
2759,19936,2012-11-13,2012-11-14,Regular Air,Critical,Small Pack,Giulietta Weimer,Home Office,48104,Michigan,Ann Arbor,Central,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",29.89,41,1115.2,301.31,0.09,1.99,0.5
2760,19943,2009-11-24,2009-11-25,Delivery Truck,Critical,Jumbo Box,Benjamin Patterson,Corporate,86401,Arizona,Kingman,West,Furniture,Tables,Bevis 36 x 72 Conference Tables,124.49,16,1959.92,-374.96,0.07,51.94,0.63
2761,19972,2012-06-16,2012-06-18,Regular Air,Critical,Small Pack,Liz Price,Corporate,48505,Michigan,Flint,Central,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,6,97.86,-21.09,0.04,8.99,0.39
2762,19974,2010-11-03,2010-11-05,Delivery Truck,High,Jumbo Drum,Rick Wilson,Corporate,27893,North Carolina,Wilson,South,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,279.81,14,3830.84,635.33,0.1,23.19,0.59
2763,19974,2010-11-03,2010-11-05,Regular Air,High,Small Box,Rick Wilson,Corporate,27893,North Carolina,Wilson,South,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,12.28,22,267.43,-45.98,0.07,6.13,0.57
2764,19975,2009-04-10,2009-04-13,Regular Air,Not Specified,Medium Box,Emily Phan,Consumer,35756,Alabama,Madison,South,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,11.7,33,362.17,-83.96,0.08,6.96,0.5
2765,20002,2012-08-12,2012-08-13,Regular Air,Medium,Small Pack,Dianna Vittorini,Corporate,85351,Arizona,Sun City,West,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",4.77,9,41.03,-30.47,0.1,2.39,0.72
2766,20003,2012-01-30,2012-01-31,Regular Air,Medium,Small Box,Shirley Schmidt,Corporate,58701,North Dakota,Minot,Central,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,19.98,39,796.08,30.29,0.05,4,0.68
2767,20003,2012-01-30,2012-02-01,Regular Air,Medium,Small Pack,Shirley Schmidt,Corporate,10583,New York,Scarsdale,East,Technology,Telephones and Communication,Accessory31,35.99,5,141.9755,-88.94,0.09,0.99,0.35
2768,20007,2009-08-05,2009-08-06,Regular Air,Not Specified,Wrap Bag,Nicole Hansen,Small Business,60102,Illinois,Lake In The Hills,Central,Office Supplies,Pens & Art Supplies,Newell 323,1.68,49,82.61,-46.25,0.08,1.57,0.59
2769,20032,2012-11-05,2012-11-07,Regular Air,Medium,Small Pack,Liz Carlisle,Corporate,28601,North Carolina,Hickory,South,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",17.48,8,137.38,-11.39,0.06,1.99,0.45
2770,20033,2010-05-21,2010-05-23,Regular Air,Critical,Large Box,Jack Lebron,Corporate,47150,Indiana,New Albany,Central,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,499.99,5,2543.95,-1011.32,0.04,24.49,0.36
2771,20036,2010-12-05,2010-12-08,Delivery Truck,Not Specified,Jumbo Box,John Lee,Corporate,72401,Arkansas,Jonesboro,South,Furniture,Bookcases,Bush Mission Pointe Library,150.98,28,4371.92,-533.44,0.03,66.27,0.65
2772,20036,2010-12-05,2010-12-07,Regular Air,Not Specified,Small Box,John Lee,Corporate,72401,Arkansas,Jonesboro,South,Technology,Telephones and Communication,T60,95.99,21,1745.118,307.25,0.03,4.9,0.56
2773,20036,2010-12-05,2010-12-05,Regular Air,Not Specified,Small Box,John Lee,Corporate,35473,Alabama,Northport,South,Office Supplies,Appliances,Staples 6 Outlet Surge,11.97,25,290.46,-31.55,0.1,4.98,0.58
2774,20036,2010-12-05,2010-12-07,Regular Air,Not Specified,Small Box,John Lee,Corporate,35473,Alabama,Northport,South,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",26.31,44,1207.4,-25.23,0.03,5.89,0.75
2775,20037,2009-01-10,2009-01-15,Regular Air,Low,Small Box,Michelle Moray,Corporate,40258,Kentucky,Pleasure Ridge Park,South,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",29.18,35,1009.42,339.58,0.02,8.55,0.42
2776,20037,2009-01-10,2009-01-15,Delivery Truck,Low,Jumbo Drum,Michelle Moray,Corporate,40258,Kentucky,Pleasure Ridge Park,South,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,297.64,49,15137.11,4913.16,0.03,14.7,0.57
2777,20038,2010-02-26,2010-02-28,Regular Air,Low,Small Box,Sally Knutson,Consumer,48640,Michigan,Midland,Central,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,4.14,42,173.44,-172.40,0.05,6.6,0.49
2778,20066,2012-09-02,2012-09-03,Regular Air,Critical,Small Box,Anna Chung,Home Office,85335,Arizona,El Mirage,West,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",11.58,3,40.79,-11.69,0.02,5.72,0.35
2779,20066,2012-09-02,2012-09-04,Regular Air,Critical,Small Box,Anna Chung,Home Office,85335,Arizona,El Mirage,West,Office Supplies,Paper,Xerox 1979,30.98,16,524.25,124.18,0,8.74,0.4
2780,20068,2011-02-28,2011-03-01,Regular Air,Critical,Small Box,Carol Triggs,Home Office,11795,New York,West Islip,East,Office Supplies,Binders and Binder Accessories,Avery Durable Poly Binders,5.53,9,53.18,-46.13,0.09,6.98,0.39
2781,20069,2009-09-26,2009-09-28,Regular Air,Critical,Small Box,Jack Garza,Corporate,33314,Florida,Davie,South,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,40.89,6,247.15,-88.35,0.07,18.98,0.57
2782,20071,2011-09-17,2011-09-19,Delivery Truck,Medium,Jumbo Drum,Cari Schnelling,Home Office,60543,Illinois,Oswego,Central,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",25.98,31,789.94,-190.41,0.1,14.36,0.6
2783,20096,2012-08-19,2012-08-24,Delivery Truck,Low,Jumbo Box,Peter Buhler,Consumer,93309,California,Bakersfield,West,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",179.29,35,6116.11,91.57,0.03,29.21,0.74
2784,20098,2011-12-08,2011-12-10,Regular Air,Medium,Small Box,Chuck Sachs,Consumer,01420,MA,Fitchburg,East,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",15.99,11,183.32,-61.10,0.04,9.4,0.49
2785,20098,2011-12-08,2011-12-08,Regular Air,Medium,Small Pack,Chuck Sachs,Consumer,04106,Maine,South Portland,East,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,8,194.11,87.66,0.03,8.99,0.44
2786,20102,2011-06-05,2011-06-06,Regular Air,High,Small Pack,Christine Sundaresam,Small Business,63116,MO,Saint Louis,Central,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",22.24,15,333.3,71.04,0.03,1.99,0.43
2787,20103,2010-02-11,2010-02-12,Regular Air,Medium,Medium Box,Thais Sissman,Small Business,32004,Florida,Ponte Vedra Beach,South,Technology,Office Machines,Canon F603 Scientific Calculator,9.99,30,314.93,-17.50,0,6.24,0.36
2788,20103,2010-02-11,2010-02-13,Express Air,Medium,Small Box,Thais Sissman,Small Business,33952,Florida,Port Charlotte,South,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",30.42,25,726.82,-173.88,0.1,8.65,0.74
2789,20128,2009-08-31,2009-09-02,Regular Air,Not Specified,Small Pack,Chuck Clark,Corporate,89041,Nevada,Pahrump,West,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,8.5,32,279.43,48.47,0,1.99,0.49
2790,20128,2009-08-31,2009-09-02,Regular Air,Not Specified,Small Box,Chuck Clark,Corporate,89041,Nevada,Pahrump,West,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,95.43,5,515.22,-152.54,0.03,19.99,0.79
2791,20132,2010-05-17,2010-05-24,Delivery Truck,Low,Jumbo Drum,Darrin Sayre,Consumer,95351,California,Modesto,West,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,270.97,30,8719.69,2241.71,0.01,28.06,0.56
2792,20134,2011-03-12,2011-03-16,Regular Air,Low,Small Box,James Lanier,Corporate,78501,Texas,Mcallen,Central,Technology,Computer Peripherals,Microsoft Internet Keyboard,20.97,26,583.56,-94.59,0.02,6.5,0.78
2793,20134,2011-03-12,2011-03-19,Regular Air,Low,Small Box,James Lanier,Corporate,78501,Texas,Mcallen,Central,Office Supplies,Paper,Xerox 210,6.48,47,281.47,-190.57,0.1,7.37,0.37
2794,20135,2009-06-30,2009-06-30,Regular Air,Critical,Small Box,Susan MacKendrick,Corporate,34761,Florida,Ocoee,South,Office Supplies,Labels,Avery 494,2.61,44,115.24,43.23,0.03,0.5,0.39
2795,20135,2009-06-30,2009-07-02,Delivery Truck,Critical,Jumbo Drum,Susan MacKendrick,Corporate,32839,Florida,Orlando,South,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,28,9601.94,2428.59,0.08,60,
2796,20160,2011-10-22,2011-10-24,Express Air,Low,Wrap Bag,Chad Cunningham,Small Business,61604,Illinois,Peoria,Central,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",10.31,42,435.24,174.89,0.08,1.79,0.38
2797,20162,2009-02-08,2009-02-09,Regular Air,Medium,Small Box,Helen Wasserman,Home Office,14901,New York,Elmira,East,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",15.16,38,607.42,-254.14,0.03,15.09,0.39
2798,20166,2009-03-04,2009-03-08,Regular Air,Low,Small Box,Mick Crebagga,Corporate,33311,Florida,Fort Lauderdale,South,Technology,Telephones and Communication,TimeportP7382,205.99,6,973.862,-693.33,0.1,8.99,0.56
2799,20192,2010-10-06,2010-10-13,Regular Air,Low,Small Pack,Henia Zydlo,Home Office,33134,Florida,Coral Gables,South,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",45.19,35,1624.67,504.35,0.04,1.99,0.55
2800,20193,2010-11-07,2010-11-09,Regular Air,Medium,Small Box,Harry Greene,Corporate,82001,Wyoming,Cheyenne,West,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,3.52,23,82.12,-121.59,0.07,6.83,0.38
2801,20194,2012-03-13,2012-03-15,Regular Air,High,Small Pack,Dennis Bolton,Consumer,66762,Kansas,Pittsburg,Central,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",20.24,10,194.29,68.89,0.1,6.67,0.49
2802,20225,2010-07-26,2010-08-02,Regular Air,Low,Small Box,Kean Thornton,Corporate,95969,California,Paradise,West,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,3.98,33,124.78,-122.67,0.09,5.26,0.38
2803,20225,2010-07-26,2010-08-02,Regular Air,Low,Wrap Bag,Kean Thornton,Corporate,95969,California,Paradise,West,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,5.84,22,123.4,30.50,0.1,0.83,0.49
2804,20229,2009-10-30,2009-11-06,Regular Air,Low,Wrap Bag,Gary Hwang,Home Office,33511,Florida,Brandon,South,Office Supplies,Rubber Bands,Staples Metal Binder Clips,2.62,47,116.06,25.20,0.1,0.8,0.39
2805,20256,2012-01-31,2012-02-05,Regular Air,Low,Small Box,Roland Black,Small Business,55044,Minnesota,Lakeville,Central,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",20.89,24,512.83,-221.56,0.01,11.52,0.83
2806,20259,2011-05-24,2011-05-25,Regular Air,Critical,Wrap Bag,Anna Haberlin,Corporate,75217,Texas,Dallas,Central,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,12.88,42,539.06,-123.07,0.05,4.59,0.82
2807,20261,2009-05-20,2009-05-20,Express Air,Medium,Small Box,Duane Huffman,Small Business,75146,Texas,Lancaster,Central,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,31.74,25,751.52,67.11,0.09,12.62,0.37
2808,20261,2009-05-20,2009-05-23,Regular Air,Medium,Wrap Bag,Duane Huffman,Small Business,75146,Texas,Lancaster,Central,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",6.35,36,220.48,81.91,0.04,1.02,0.39
2809,20261,2009-05-20,2009-05-21,Express Air,Medium,Small Box,Duane Huffman,Small Business,75146,Texas,Lancaster,Central,Technology,Telephones and Communication,Talkabout T8367,65.99,21,1259.4535,168.24,0.02,8.99,0.56
2810,20262,2009-12-26,2009-12-26,Regular Air,Not Specified,Small Pack,Patrick O'Donnell,Home Office,54220,Wisconsin,Manitowoc,Central,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",22.72,27,652.24,185.04,0.02,8.99,0.44
2811,20263,2009-11-14,2009-11-15,Regular Air,Medium,Small Box,Bryan Mills,Small Business,61801,Illinois,Urbana,Central,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,59.78,8,473.7,72.51,0.05,10.29,0.39
2812,20263,2009-11-14,2009-11-16,Regular Air,Medium,Small Pack,Bryan Mills,Small Business,60061,Illinois,Vernon Hills,Central,Technology,Telephones and Communication,Accessory29,20.99,33,553.5625,-76.86,0.08,1.25,0.83
2813,20292,2012-11-08,2012-11-08,Regular Air,Medium,Medium Box,Michael Grace,Corporate,29301,South Carolina,Spartanburg,South,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,17.52,26,452.39,-22.83,0.08,8.17,0.5
2814,20292,2012-11-08,2012-11-09,Regular Air,Medium,Small Box,Michael Grace,Corporate,29301,South Carolina,Spartanburg,South,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",20.95,5,117.13,-70.47,0,4,0.6
2815,20322,2009-06-28,2009-06-30,Regular Air,Critical,Small Box,Seth Vernon,Home Office,50265,Iowa,West Des Moines,Central,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,3.58,46,160.27,-183.36,0.06,5.47,0.37
2816,20322,2009-06-28,2009-06-28,Delivery Truck,Critical,Jumbo Box,Seth Vernon,Home Office,50265,Iowa,West Des Moines,Central,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",100.98,46,4601.02,-129.53,0.09,35.84,0.62
2817,20322,2009-06-28,2009-06-28,Regular Air,Critical,Small Box,Seth Vernon,Home Office,50265,Iowa,West Des Moines,Central,Office Supplies,Paper,Xerox 196,5.78,15,89.89,-72.28,0.1,7.96,0.36
2818,20325,2010-07-03,2010-07-05,Delivery Truck,Critical,Jumbo Box,Sara Luxemburg,Small Business,95630,California,El Dorado Hills,West,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,119.99,35,4043.29,-34.30,0.06,56.14,0.39
2819,20325,2010-07-03,2010-07-06,Regular Air,Critical,Wrap Bag,Sara Luxemburg,Small Business,95630,California,El Dorado Hills,West,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",36.55,24,870.48,104.37,0.07,13.89,0.41
2820,20354,2012-09-19,2012-09-21,Regular Air,Critical,Small Box,Logan Haushalter,Corporate,10956,New York,New City,East,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,24,76.06,30.03,0.02,0.49,0.37
2821,20384,2011-10-25,2011-11-01,Regular Air,Low,Small Box,Mitch Webber,Corporate,14120,New York,North Tonawanda,East,Office Supplies,Storage & Organization,Project Tote Personal File,14.03,30,396.6,-148.26,0.08,9.37,0.56
2822,20384,2011-10-25,2011-10-29,Delivery Truck,Low,Jumbo Box,Mitch Webber,Corporate,14120,New York,North Tonawanda,East,Furniture,Tables,Bush Advantage Collection® Round Conference Table,212.6,32,6902.51,-513.79,0.04,110.2,0.73
2823,20386,2010-02-27,2010-02-27,Regular Air,Critical,Wrap Bag,Mike Kennedy,Corporate,55803,Minnesota,Duluth,Central,Office Supplies,Rubber Bands,Bagged Rubber Bands,1.26,35,41.23,-21.51,0.09,0.7,0.81
2824,20389,2009-08-11,2009-08-13,Delivery Truck,High,Jumbo Box,Liz Price,Corporate,48505,Michigan,Flint,Central,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",260.98,31,7477.78,883.29,0.09,41.91,0.59
2825,20389,2009-08-11,2009-08-13,Regular Air,High,Small Pack,Liz Price,Corporate,48505,Michigan,Flint,Central,Furniture,Office Furnishings,Ultra Door Pull Handle,10.52,24,270.39,-30.42,0.01,7.94,0.52
2826,20389,2009-08-11,2009-08-13,Express Air,High,Small Box,Liz Price,Corporate,48505,Michigan,Flint,Central,Office Supplies,Paper,Xerox 1920,5.98,30,201.35,-107.37,0.02,7.5,0.4
2827,20390,2009-08-31,2009-09-03,Express Air,Not Specified,Small Box,Sandra Flanagan,Home Office,44125,Ohio,Garfield Heights,East,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,34.98,35,1271.12,-62.82,0.05,7.53,0.76
2828,20390,2009-08-31,2009-09-02,Regular Air,Not Specified,Wrap Bag,Sandra Flanagan,Home Office,44125,Ohio,Garfield Heights,East,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,3.14,17,58.5,-25.26,0,1.92,0.84
2829,20422,2009-01-26,2009-01-28,Regular Air,High,Small Box,Gene Hale,Consumer,48101,Michigan,Allen Park,Central,Office Supplies,Labels,Avery 498,2.89,5,15.38,1.61,0.01,0.5,0.38
2830,20422,2009-01-26,2009-01-27,Regular Air,High,Small Pack,Gene Hale,Consumer,52761,Iowa,Muscatine,Central,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,14.34,30,447.33,115.21,0.03,5,0.49
2831,20448,2011-08-02,2011-08-03,Express Air,Critical,Small Box,Luke Weiss,Corporate,51503,Iowa,Council Bluffs,Central,Office Supplies,Envelopes,Colored Envelopes,3.69,23,104.82,6.84,0.02,2.5,0.39
2832,20449,2010-01-03,2010-01-04,Regular Air,Medium,Small Box,Nora Paige,Small Business,06415,Connecticut,Colchester,East,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,67.28,19,1216.5,162.18,0.1,19.99,0.4
2833,20450,2012-12-07,2012-12-10,Delivery Truck,Critical,Jumbo Box,Ed Braxton,Home Office,92592,California,Temecula,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",259.71,26,6878.55,506.71,0.03,66.67,0.61
2834,20451,2012-05-25,2012-05-27,Regular Air,Critical,Wrap Bag,Bill Overfelt,Corporate,44221,Ohio,Cuyahoga Falls,East,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",8.95,6,53.72,2.82,0.1,2.01,0.39
2835,20451,2012-05-25,2012-05-27,Regular Air,Critical,Small Box,Bill Overfelt,Corporate,45406,Ohio,Dayton,East,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,55.29,33,1809.21,454.49,0.04,5.08,0.59
