Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
2240|CA-2018-146633|2018-11-15|2018-11-17|Second Class|TG-21310|Toby Gnade|Consumer|United States|Los Angeles|California|90049.0|West|OFF-BI-10003527|Office Supplies|Binders|Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind|1016.792|1|0.2|381.297
2241|CA-2018-146633|2018-11-15|2018-11-17|Second Class|TG-21310|Toby Gnade|Consumer|United States|Los Angeles|California|90049.0|West|OFF-BI-10002982|Office Supplies|Binders|Avery Self-Adhesive Photo Pockets for Polaroid Photos|38.136|7|0.2|13.347599999999998
2242|US-2018-126893|2018-11-26|2018-12-01|Standard Class|CT-11995|Carol Triggs|Consumer|United States|Philadelphia|Pennsylvania|19134.0|East|TEC-PH-10004165|Technology|Phones|Mitel MiVoice 5330e IP Phone|494.98199999999997|3|0.4|-115.49580000000006
2243|CA-2019-103380|2019-11-21|2019-11-25|Standard Class|BF-11005|Barry Franz|Home Office|United States|Pasadena|California|91104.0|West|OFF-ST-10003442|Office Supplies|Storage|Eldon Portable Mobile Manager|56.56|2|0.0|15.2712
2244|CA-2019-103380|2019-11-21|2019-11-25|Standard Class|BF-11005|Barry Franz|Home Office|United States|Pasadena|California|91104.0|West|OFF-AR-10003856|Office Supplies|Art|Newell 344|5.56|2|0.0|1.4455999999999998
2245|CA-2019-103380|2019-11-21|2019-11-25|Standard Class|BF-11005|Barry Franz|Home Office|United States|Pasadena|California|91104.0|West|OFF-FA-10004248|Office Supplies|Fasteners|Advantus T-Pin Paper Clips|9.02|2|0.0|3.5178000000000003
2246|CA-2019-103380|2019-11-21|2019-11-25|Standard Class|BF-11005|Barry Franz|Home Office|United States|Pasadena|California|91104.0|West|OFF-AP-10001492|Office Supplies|Appliances|Acco Six-Outlet Power Strip, 4' Cord Length|8.62|1|0.0|2.2412
2247|CA-2019-103380|2019-11-21|2019-11-25|Standard Class|BF-11005|Barry Franz|Home Office|United States|Pasadena|California|91104.0|West|TEC-PH-10004165|Technology|Phones|Mitel MiVoice 5330e IP Phone|659.9760000000001|3|0.2|49.49819999999997
2248|CA-2017-116092|2017-02-15|2017-02-18|Second Class|JM-16195|Justin MacKendrick|Consumer|United States|Los Angeles|California|90004.0|West|OFF-PA-10004285|Office Supplies|Paper|Xerox 1959|13.36|2|0.0|6.4128
2249|CA-2017-116092|2017-02-15|2017-02-18|Second Class|JM-16195|Justin MacKendrick|Consumer|United States|Los Angeles|California|90004.0|West|OFF-BI-10001628|Office Supplies|Binders|"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity"|41.72|5|0.2|13.037499999999998
2250|CA-2017-116092|2017-02-15|2017-02-18|Second Class|JM-16195|Justin MacKendrick|Consumer|United States|Los Angeles|California|90004.0|West|OFF-BI-10000546|Office Supplies|Binders|Avery Durable Binders|11.52|5|0.2|4.176
2251|CA-2017-116092|2017-02-15|2017-02-18|Second Class|JM-16195|Justin MacKendrick|Consumer|United States|Los Angeles|California|90004.0|West|OFF-AP-10001391|Office Supplies|Appliances|Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center|541.4399999999999|6|0.0|157.01759999999993
2252|CA-2017-116092|2017-02-15|2017-02-18|Second Class|JM-16195|Justin MacKendrick|Consumer|United States|Los Angeles|California|90004.0|West|OFF-PA-10000477|Office Supplies|Paper|Xerox 22|19.44|3|0.0|9.3312
2253|CA-2018-117849|2018-04-15|2018-04-17|Second Class|JK-16120|Julie Kriz|Home Office|United States|San Diego|California|92105.0|West|OFF-PA-10004327|Office Supplies|Paper|Xerox 1911|143.7|3|0.0|68.976
2254|CA-2017-169201|2017-09-28|2017-10-01|First Class|HG-14965|Henry Goldwyn|Corporate|United States|San Francisco|California|94110.0|West|OFF-AP-10000696|Office Supplies|Appliances|Holmes Odor Grabber|43.26|3|0.0|14.275799999999998
2255|CA-2017-169201|2017-09-28|2017-10-01|First Class|HG-14965|Henry Goldwyn|Corporate|United States|San Francisco|California|94110.0|West|OFF-AP-10002082|Office Supplies|Appliances|Holmes HEPA Air Purifier|43.56|2|0.0|15.245999999999999
2256|CA-2018-164091|2018-09-17|2018-09-22|Standard Class|LA-16780|Laura Armstrong|Corporate|United States|Bangor|Maine|4401.0|East|TEC-PH-10001944|Technology|Phones|Wi-Ex zBoost YX540 Cellular Phone Signal Booster|437.84999999999997|3|0.0|131.35499999999996
2257|CA-2018-164091|2018-09-17|2018-09-22|Standard Class|LA-16780|Laura Armstrong|Corporate|United States|Bangor|Maine|4401.0|East|FUR-FU-10004952|Furniture|Furnishings|C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx|109.48|2|0.0|33.9388
2258|CA-2019-105214|2019-06-16|2019-06-19|First Class|TS-21610|Troy Staebel|Consumer|United States|San Francisco|California|94122.0|West|FUR-CH-10000015|Furniture|Chairs|Hon Multipurpose Stacking Arm Chairs|1212.96|7|0.2|90.97199999999998
2259|CA-2019-105214|2019-06-16|2019-06-19|First Class|TS-21610|Troy Staebel|Consumer|United States|San Francisco|California|94122.0|West|OFF-PA-10001776|Office Supplies|Paper|"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"|18.54|2|0.0|8.713799999999999
2260|CA-2017-117611|2017-11-08|2017-11-10|Second Class|MZ-17335|Maria Zettner|Home Office|United States|San Diego|California|92024.0|West|OFF-FA-10002280|Office Supplies|Fasteners|Advantus Plastic Paper Clips|5.0|1|0.0|2.4
2261|CA-2017-117611|2017-11-08|2017-11-10|Second Class|MZ-17335|Maria Zettner|Home Office|United States|San Diego|California|92024.0|West|TEC-AC-10002049|Technology|Accessories|Logitech G19 Programmable Gaming Keyboard|371.96999999999997|3|0.0|66.95459999999997
2262|US-2017-137960|2017-12-18|2017-12-18|Same Day|MW-18220|Mitch Webber|Consumer|United States|New York City|New York|10035.0|East|TEC-AC-10002253|Technology|Accessories|Imation Bio 8GB USB Flash Drive Imation Corp|166.24|1|0.0|24.936000000000007
2263|CA-2019-122994|2019-02-06|2019-02-09|First Class|MV-17485|Mark Van Huff|Consumer|United States|Arlington|Virginia|22204.0|South|FUR-BO-10004015|Furniture|Bookcases|Bush Andora Bookcase, Maple/Graphite Gray Finish|359.96999999999997|3|0.0|79.19339999999997
2264|CA-2018-131065|2018-11-14|2018-11-16|Second Class|AA-10375|Allen Armold|Consumer|United States|Atlanta|Georgia|30318.0|South|TEC-AC-10004145|Technology|Accessories|Logitech diNovo Edge Keyboard|499.98|2|0.0|114.99540000000002
2265|CA-2018-131065|2018-11-14|2018-11-16|Second Class|AA-10375|Allen Armold|Consumer|United States|Atlanta|Georgia|30318.0|South|OFF-PA-10002479|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|5.28|1|0.0|2.376
2266|CA-2018-131065|2018-11-14|2018-11-16|Second Class|AA-10375|Allen Armold|Consumer|United States|Atlanta|Georgia|30318.0|South|OFF-BI-10004970|Office Supplies|Binders|"ACCOHIDE 3-Ring Binder, Blue, 1"""|8.26|2|0.0|3.8822
2267|CA-2019-149146|2019-10-12|2019-10-12|Same Day|SM-20320|Sean Miller|Home Office|United States|Monroe|North Carolina|28110.0|South|OFF-PA-10003919|Office Supplies|Paper|Xerox 1989|7.968000000000001|2|0.2|2.6892000000000005
2268|CA-2019-137470|2019-09-17|2019-09-17|Same Day|TP-21415|Tom Prescott|Consumer|United States|Seattle|Washington|98115.0|West|OFF-PA-10002001|Office Supplies|Paper|Xerox 1984|12.96|2|0.0|6.3504000000000005
2269|CA-2019-105480|2019-12-20|2019-12-26|Standard Class|DK-13225|Dean Katz|Corporate|United States|Rochester|New York|14609.0|East|OFF-PA-10002787|Office Supplies|Paper|Xerox 227|6.48|1|0.0|3.1104000000000003
2270|CA-2019-105480|2019-12-20|2019-12-26|Standard Class|DK-13225|Dean Katz|Corporate|United States|Rochester|New York|14609.0|East|OFF-BI-10003291|Office Supplies|Binders|Wilson Jones Leather-Like Binders with DublLock Round Rings|6.984000000000001|1|0.2|2.357099999999999
2271|CA-2019-164917|2019-12-02|2019-12-07|Standard Class|MK-17905|Michael Kennedy|Corporate|United States|Miami|Florida|33180.0|South|OFF-AR-10004344|Office Supplies|Art|Bulldog Vacuum Base Pencil Sharpener|47.96|5|0.2|4.196499999999995
2272|CA-2017-102036|2017-09-21|2017-09-27|Standard Class|CS-12130|Chad Sievert|Consumer|United States|Seattle|Washington|98105.0|West|OFF-ST-10003123|Office Supplies|Storage|Fellowes Bases and Tops For Staxonsteel/High-Stak Systems|199.74|6|0.0|47.937599999999996
2273|CA-2017-142944|2017-03-06|2017-03-11|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122.0|West|FUR-FU-10000308|Furniture|Furnishings|Deflect-o Glass Clear Studded Chair Mats|435.26|7|0.0|95.75720000000001
2274|CA-2017-142944|2017-03-06|2017-03-11|Standard Class|JL-15850|John Lucas|Consumer|United States|San Francisco|California|94122.0|West|TEC-CO-10003763|Technology|Copiers|Canon PC1060 Personal Laser Copier|1119.9840000000002|2|0.2|377.99459999999993
2275|CA-2016-157882|2016-10-03|2016-10-08|Second Class|AR-10405|Allen Rosenblatt|Corporate|United States|Los Angeles|California|90036.0|West|FUR-TA-10001866|Furniture|Tables|Bevis Round Conference Room Tables and Bases|143.432|1|0.2|3.5857999999999848
2276|CA-2016-157882|2016-10-03|2016-10-08|Second Class|AR-10405|Allen Rosenblatt|Corporate|United States|Los Angeles|California|90036.0|West|FUR-CH-10002774|Furniture|Chairs|Global Deluxe Stacking Chair, Gray|122.352|3|0.2|13.764599999999994
2277|CA-2016-104283|2016-06-27|2016-07-01|Standard Class|LM-17065|Liz MacKendrick|Consumer|United States|Southaven|Mississippi|38671.0|South|OFF-ST-10004337|Office Supplies|Storage|SAFCO Commercial Wire Shelving, 72h|306.2|5|0.0|0.0
2278|CA-2016-104283|2016-06-27|2016-07-01|Standard Class|LM-17065|Liz MacKendrick|Consumer|United States|Southaven|Mississippi|38671.0|South|FUR-TA-10001039|Furniture|Tables|KI Adjustable-Height Table|85.98|1|0.0|22.354800000000004
2279|CA-2016-104283|2016-06-27|2016-07-01|Standard Class|LM-17065|Liz MacKendrick|Consumer|United States|Southaven|Mississippi|38671.0|South|TEC-AC-10000109|Technology|Accessories|Sony Micro Vault Click 16 GB USB 2.0 Flash Drive|223.96|4|0.0|53.75040000000001
2280|CA-2019-142622|2019-10-30|2019-11-02|First Class|JK-15625|Jim Karlsson|Consumer|United States|Seattle|Washington|98115.0|West|FUR-CH-10003833|Furniture|Chairs|Novimex Fabric Task Chair|97.568|2|0.2|-6.0980000000000025
2281|CA-2019-142622|2019-10-30|2019-11-02|First Class|JK-15625|Jim Karlsson|Consumer|United States|Seattle|Washington|98115.0|West|FUR-CH-10004289|Furniture|Chairs|Global Super Steno Chair|614.272|8|0.2|-23.03520000000006
2282|CA-2019-142622|2019-10-30|2019-11-02|First Class|JK-15625|Jim Karlsson|Consumer|United States|Seattle|Washington|98115.0|West|FUR-BO-10004467|Furniture|Bookcases|Bestar Classic Bookcase|199.98|2|0.0|37.99619999999999
2283|CA-2018-132143|2018-09-03|2018-09-05|First Class|FM-14215|Filia McAdams|Corporate|United States|Middletown|Connecticut|6457.0|East|OFF-PA-10002713|Office Supplies|Paper|Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”|48.16|7|0.0|22.153599999999997
2284|CA-2017-153108|2017-03-05|2017-03-09|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362.0|Central|TEC-PH-10001552|Technology|Phones|I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink|23.92|2|0.0|6.697600000000001
2285|CA-2017-153108|2017-03-05|2017-03-09|Standard Class|SF-20200|Sarah Foster|Consumer|United States|New Castle|Indiana|47362.0|Central|OFF-AP-10002222|Office Supplies|Appliances|Staple holder|60.69|7|0.0|16.386300000000002
2286|CA-2018-112676|2018-05-05|2018-05-08|First Class|PJ-18835|Patrick Jones|Corporate|United States|Murfreesboro|Tennessee|37130.0|South|OFF-PA-10003971|Office Supplies|Paper|Xerox 1965|14.352000000000002|3|0.2|5.2026
2287|CA-2019-165687|2019-11-17|2019-11-23|Standard Class|CS-12355|Christine Sundaresam|Consumer|United States|Salem|Virginia|24153.0|South|OFF-AP-10004036|Office Supplies|Appliances|Bionaire 99.97% HEPA Air Cleaner|35.04|2|0.0|12.264
2288|US-2019-112928|2019-06-01|2019-06-05|Second Class|BB-10990|Barry Blumstein|Corporate|United States|Toledo|Ohio|43615.0|East|OFF-AP-10002287|Office Supplies|Appliances|Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags|17.480000000000004|5|0.2|1.311
2289|CA-2019-143343|2019-06-10|2019-06-13|First Class|BW-11200|Ben Wallace|Consumer|United States|Los Angeles|California|90032.0|West|OFF-AR-10002375|Office Supplies|Art|Newell 351|16.4|5|0.0|4.7559999999999985
2290|CA-2019-115154|2019-01-08|2019-01-11|First Class|RS-19420|Ricardo Sperren|Corporate|United States|Seattle|Washington|98115.0|West|FUR-TA-10001950|Furniture|Tables|Balt Solid Wood Round Tables|892.98|2|0.0|80.3682
2291|CA-2017-149342|2017-04-20|2017-04-25|Standard Class|TS-21160|Theresa Swint|Corporate|United States|Columbus|Georgia|31907.0|South|TEC-PH-10001557|Technology|Phones|Pyle PMP37LED|287.96999999999997|3|0.0|77.75189999999999
2292|CA-2017-149342|2017-04-20|2017-04-25|Standard Class|TS-21160|Theresa Swint|Corporate|United States|Columbus|Georgia|31907.0|South|FUR-FU-10002937|Furniture|Furnishings|"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"|595.38|6|0.0|297.69
2293|CA-2017-149342|2017-04-20|2017-04-25|Standard Class|TS-21160|Theresa Swint|Corporate|United States|Columbus|Georgia|31907.0|South|OFF-PA-10001166|Office Supplies|Paper|Xerox 2|12.96|2|0.0|6.2208000000000006
2294|CA-2017-130995|2017-11-01|2017-11-06|Standard Class|QJ-19255|Quincy Jones|Corporate|United States|New York City|New York|10009.0|East|TEC-PH-10000347|Technology|Phones|Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple|4.95|1|0.0|1.3365
2295|CA-2019-127929|2019-12-23|2019-12-27|Standard Class|FM-14215|Filia McAdams|Corporate|United States|Middletown|Connecticut|6457.0|East|FUR-FU-10003708|Furniture|Furnishings|"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48"""|181.95|3|0.0|38.2095
2296|CA-2017-113145|2017-11-01|2017-11-05|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|New York City|New York|10011.0|East|OFF-PA-10002659|Office Supplies|Paper|Avoid Verbal Orders Carbonless Minifold Book|13.52|4|0.0|6.219199999999999
2297|CA-2017-113145|2017-11-01|2017-11-05|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|New York City|New York|10011.0|East|FUR-FU-10000965|Furniture|Furnishings|"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"|259.7|5|0.0|106.477
2298|CA-2017-113145|2017-11-01|2017-11-05|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|New York City|New York|10011.0|East|TEC-PH-10001527|Technology|Phones|Plantronics MX500i Earset|42.95|1|0.0|1.288499999999999
2299|CA-2017-113145|2017-11-01|2017-11-05|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|New York City|New York|10011.0|East|TEC-AC-10001838|Technology|Accessories|Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset|1399.93|7|0.0|601.9699
2300|CA-2017-113145|2017-11-01|2017-11-05|Standard Class|VD-21670|Valerie Dominguez|Consumer|United States|New York City|New York|10011.0|East|TEC-PH-10002597|Technology|Phones|Xblue XB-1670-86 X16 Small Office Telephone - Titanium|503.96|4|0.0|125.99000000000001
2301|CA-2016-162362|2016-11-14|2016-11-18|Standard Class|JL-15505|Jeremy Lonsdale|Consumer|United States|Midland|Michigan|48640.0|Central|OFF-BI-10000756|Office Supplies|Binders|Storex DuraTech Recycled Plastic Frosted Binders|12.72|3|0.0|6.36
2302|CA-2016-162362|2016-11-14|2016-11-18|Standard Class|JL-15505|Jeremy Lonsdale|Consumer|United States|Midland|Michigan|48640.0|Central|OFF-BI-10000546|Office Supplies|Binders|Avery Durable Binders|11.52|4|0.0|5.6448
2303|CA-2018-106558|2018-01-17|2018-01-21|Standard Class|DL-13495|Dionis Lloyd|Corporate|United States|Columbus|Georgia|31907.0|South|TEC-AC-10001142|Technology|Accessories|First Data FD10 PIN Pad|316.0|4|0.0|31.599999999999966
2304|CA-2019-157931|2019-09-17|2019-09-22|Second Class|MO-17800|Meg O'Connel|Home Office|United States|Roswell|Georgia|30076.0|South|FUR-CH-10000785|Furniture|Chairs|Global Ergonomic Managers Chair|723.92|4|0.0|188.2192
2305|CA-2019-157931|2019-09-17|2019-09-22|Second Class|MO-17800|Meg O'Connel|Home Office|United States|Roswell|Georgia|30076.0|South|OFF-PA-10000474|Office Supplies|Paper|Easy-staple paper|106.32|3|0.0|49.97039999999999
2306|CA-2018-115574|2018-12-23|2018-12-24|First Class|BP-11185|Ben Peterman|Corporate|United States|Chicago|Illinois|60623.0|Central|FUR-BO-10003441|Furniture|Bookcases|Bush Westfield Collection Bookcases, Fully Assembled|141.37199999999999|2|0.3|-14.137200000000014
2307|CA-2017-160794|2017-08-06|2017-08-08|First Class|MS-17980|Michael Stewart|Corporate|United States|Houston|Texas|77041.0|Central|OFF-PA-10004156|Office Supplies|Paper|Xerox 188|27.216|3|0.2|9.865799999999998
2308|CA-2019-116225|2019-11-05|2019-11-09|Standard Class|SV-20935|Susan Vittorini|Consumer|United States|New York City|New York|10009.0|East|TEC-AC-10001432|Technology|Accessories|Enermax Aurora Lite Keyboard|390.75|5|0.0|171.93000000000006
2309|US-2019-120418|2019-06-11|2019-06-12|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345.0|West|FUR-CH-10001394|Furniture|Chairs|Global Leather Executive Chair|280.79200000000003|1|0.2|35.09899999999996
2310|US-2019-120418|2019-06-11|2019-06-12|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345.0|West|OFF-ST-10002370|Office Supplies|Storage|Sortfiler Multipurpose Personal File Organizer, Black|68.44800000000001|4|0.2|7.700399999999995
2311|US-2019-120418|2019-06-11|2019-06-12|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345.0|West|OFF-AR-10002956|Office Supplies|Art|Boston 16801 Nautilus Battery Pencil Sharpener|88.04|5|0.2|6.602999999999998
2312|US-2019-120418|2019-06-11|2019-06-12|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345.0|West|OFF-AR-10001955|Office Supplies|Art|Newell 319|15.872|1|0.2|1.9839999999999982
2313|US-2019-120418|2019-06-11|2019-06-12|First Class|BC-11125|Becky Castell|Home Office|United States|Peoria|Arizona|85345.0|West|OFF-ST-10001809|Office Supplies|Storage|Fellowes Officeware Wire Shelving|215.592|3|0.2|-48.50820000000001
2314|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|OFF-LA-10004093|Office Supplies|Labels|Avery 486|14.62|2|0.0|6.8713999999999995
2315|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|OFF-AP-10002118|Office Supplies|Appliances|"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators"|416.32|2|0.0|112.40640000000002
2316|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|OFF-BI-10000404|Office Supplies|Binders|Avery Printable Repositionable Plastic Tabs|43.0|5|0.0|20.21
2317|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|FUR-CH-10003833|Furniture|Chairs|Novimex Fabric Task Chair|182.94|3|0.0|27.440999999999995
2318|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|OFF-BI-10002072|Office Supplies|Binders|Cardinal Slant-D Ring Binders|60.83|7|0.0|30.415
2319|CA-2019-122035|2019-07-20|2019-07-25|Standard Class|EM-13825|Elizabeth Moffitt|Corporate|United States|Sioux Falls|South Dakota|57103.0|Central|TEC-AC-10003095|Technology|Accessories|Logitech G35 7.1-Channel Surround Sound Headset|389.97|3|0.0|132.58980000000003
2320|CA-2017-117828|2017-12-23|2017-12-26|First Class|BD-11500|Bradley Drucker|Consumer|United States|Richmond|Virginia|23223.0|South|OFF-AP-10001563|Office Supplies|Appliances|Belkin Premiere Surge Master II 8-outlet surge protector|194.32|4|0.0|56.352799999999974
2321|CA-2019-165491|2019-03-20|2019-03-24|Standard Class|HW-14935|Helen Wasserman|Corporate|United States|Seattle|Washington|98115.0|West|TEC-AC-10000358|Technology|Accessories|Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB|265.93|7|0.0|63.8232
2322|CA-2017-109470|2017-12-31|2018-01-03|Second Class|KC-16255|Karen Carlisle|Corporate|United States|Henderson|Kentucky|42420.0|South|OFF-BI-10004492|Office Supplies|Binders|Tuf-Vin Binders|94.74|3|0.0|44.52779999999999
2323|CA-2017-109470|2017-12-31|2018-01-03|Second Class|KC-16255|Karen Carlisle|Corporate|United States|Henderson|Kentucky|42420.0|South|OFF-BI-10001072|Office Supplies|Binders|GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack|60.64|4|0.0|27.894399999999997
2324|CA-2017-109470|2017-12-31|2018-01-03|Second Class|KC-16255|Karen Carlisle|Corporate|United States|Henderson|Kentucky|42420.0|South|OFF-BI-10003707|Office Supplies|Binders|Aluminum Screw Posts|76.3|5|0.0|38.15
2325|CA-2017-109470|2017-12-31|2018-01-03|Second Class|KC-16255|Karen Carlisle|Corporate|United States|Henderson|Kentucky|42420.0|South|OFF-BI-10000977|Office Supplies|Binders|Ibico Plastic Spiral Binding Combs|364.79999999999995|12|0.0|167.808
2326|CA-2017-105102|2017-09-15|2017-09-19|Second Class|BM-11575|Brendan Murry|Corporate|United States|New York City|New York|10035.0|East|OFF-BI-10002082|Office Supplies|Binders|GBC Twin Loop Wire Binding Elements|79.87200000000001|3|0.2|29.951999999999998
2327|CA-2017-105102|2017-09-15|2017-09-19|Second Class|BM-11575|Brendan Murry|Corporate|United States|New York City|New York|10035.0|East|FUR-BO-10004709|Furniture|Bookcases|Bush Westfield Collection Bookcases, Medium Cherry Finish|46.384|1|0.2|1.159600000000001
2328|CA-2017-105102|2017-09-15|2017-09-19|Second Class|BM-11575|Brendan Murry|Corporate|United States|New York City|New York|10035.0|East|OFF-PA-10002365|Office Supplies|Paper|Xerox 1967|12.96|2|0.0|6.2208000000000006
2329|CA-2019-138422|2019-09-23|2019-09-26|First Class|KN-16705|Kristina Nunn|Home Office|United States|Fort Collins|Colorado|80525.0|West|OFF-EN-10004147|Office Supplies|Envelopes|Wausau Papers Astrobrights Colored Envelopes|14.352000000000002|3|0.2|5.2026
2330|US-2017-147739|2017-12-25|2017-12-29|Standard Class|JD-16150|Justin Deggeller|Corporate|United States|Philadelphia|Pennsylvania|19140.0|East|FUR-FU-10001468|Furniture|Furnishings|Tenex Antistatic Computer Chair Mats|547.136|4|0.2|-68.39200000000005
2331|CA-2018-155187|2018-09-24|2018-09-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Los Angeles|California|90004.0|West|OFF-ST-10000642|Office Supplies|Storage|Tennsco Lockers, Gray|41.96|2|0.0|2.937199999999997
2332|CA-2018-155187|2018-09-24|2018-09-26|Second Class|LA-16780|Laura Armstrong|Corporate|United States|Los Angeles|California|90004.0|West|OFF-PA-10000380|Office Supplies|Paper|"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"|41.7|5|0.0|20.85
2333|CA-2019-169285|2019-03-21|2019-03-25|Standard Class|RW-19690|Robert Waldorf|Consumer|United States|Lafayette|Indiana|47905.0|Central|OFF-PA-10004071|Office Supplies|Paper|Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box|277.4|5|0.0|133.152
2334|CA-2019-169285|2019-03-21|2019-03-25|Standard Class|RW-19690|Robert Waldorf|Consumer|United States|Lafayette|Indiana|47905.0|Central|OFF-PA-10004971|Office Supplies|Paper|Xerox 196|5.78|1|0.0|2.8322000000000003
2335|CA-2016-140886|2016-09-30|2016-10-04|Standard Class|KW-16570|Kelly Williams|Consumer|United States|Clarksville|Tennessee|37042.0|South|OFF-AP-10000696|Office Supplies|Appliances|Holmes Odor Grabber|69.21600000000001|6|0.2|11.247599999999995
2336|CA-2019-152695|2019-12-10|2019-12-10|Same Day|CC-12220|Chris Cortes|Consumer|United States|Fairfield|Connecticut|6824.0|East|OFF-EN-10004030|Office Supplies|Envelopes|Convenience Packs of Business Envelopes|10.86|3|0.0|5.1042000000000005
2337|CA-2019-152695|2019-12-10|2019-12-10|Same Day|CC-12220|Chris Cortes|Consumer|United States|Fairfield|Connecticut|6824.0|East|OFF-AP-10000026|Office Supplies|Appliances|Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection|426.78999999999996|7|0.0|123.76909999999995
2338|CA-2016-110639|2016-08-23|2016-08-23|Same Day|RH-19495|Rick Hansen|Consumer|United States|New York City|New York|10009.0|East|OFF-PA-10003936|Office Supplies|Paper|Xerox 1994|25.92|4|0.0|12.441600000000001
2339|CA-2016-110639|2016-08-23|2016-08-23|Same Day|RH-19495|Rick Hansen|Consumer|United States|New York City|New York|10009.0|East|OFF-PA-10004530|Office Supplies|Paper|Personal Creations Ink Jet Cards and Labels|45.92|4|0.0|22.5008
2340|CA-2016-121727|2016-08-19|2016-08-24|Standard Class|JK-15625|Jim Karlsson|Consumer|United States|Columbus|Ohio|43229.0|East|OFF-AR-10004930|Office Supplies|Art|Turquoise Lead Holder with Pocket Clip|10.72|2|0.2|1.7419999999999987
2341|CA-2018-137736|2018-11-10|2018-11-15|Standard Class|DC-13285|Debra Catini|Consumer|United States|Warner Robins|Georgia|31088.0|South|OFF-AR-10004999|Office Supplies|Art|Newell 315|41.86|7|0.0|10.465
2342|US-2016-143231|2016-12-31|2017-01-03|First Class|GM-14455|Gary Mitchum|Home Office|United States|Franklin|Massachusetts|2038.0|East|FUR-FU-10002501|Furniture|Furnishings|Nu-Dell Executive Frame|63.2|5|0.0|23.384
2343|US-2016-143231|2016-12-31|2017-01-03|First Class|GM-14455|Gary Mitchum|Home Office|United States|Franklin|Massachusetts|2038.0|East|TEC-AC-10000358|Technology|Accessories|Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB|113.97|3|0.0|27.3528
2344|US-2016-155894|2016-07-26|2016-07-30|Second Class|CL-11890|Carl Ludwig|Consumer|United States|Chicago|Illinois|60623.0|Central|OFF-ST-10004804|Office Supplies|Storage|"Belkin 19"" Vented Equipment Shelf, Black"|123.55199999999999|3|0.2|-29.343599999999995
